2021-01-03T13:00:00,CREATING BUY ORDER at 875.20
2021-01-03T13:00:00,CREATE STOP LOSS ORDER with price of 848.94
2021-01-03T13:00:00,CREATE TAKE PROFIT ORDER with price of 901.46
2021-01-03T14:00:00,, BUY executed, 874.96
2021-01-03T15:00:00,, SELL executed, 914.32
2021-01-03T15:00:00,, Order Canceled/Margin/Rejected
2021-01-03T15:00:00,CREATING BUY ORDER at 920.47
2021-01-03T15:00:00,CREATE STOP LOSS ORDER with price of 892.86
2021-01-03T15:00:00,CREATE TAKE PROFIT ORDER with price of 948.08
2021-01-03T16:00:00,, BUY executed, 920.47
2021-01-03T17:00:00,, SELL executed, 948.08
2021-01-03T17:00:00,, Order Canceled/Margin/Rejected
2021-01-03T17:00:00,CREATING BUY ORDER at 935.36
2021-01-03T17:00:00,CREATE STOP LOSS ORDER with price of 907.30
2021-01-03T17:00:00,CREATE TAKE PROFIT ORDER with price of 963.42
2021-01-03T18:00:00,, BUY executed, 936.66
2021-01-03T19:00:00,, SELL executed, 907.30
2021-01-03T19:00:00,, Order Canceled/Margin/Rejected
2021-01-03T19:00:00,CREATING BUY ORDER at 921.03
2021-01-03T19:00:00,CREATE STOP LOSS ORDER with price of 893.40
2021-01-03T19:00:00,CREATE TAKE PROFIT ORDER with price of 948.66
2021-01-03T20:00:00,, BUY executed, 921.65
2021-01-03T21:00:00,, SELL executed, 948.66
2021-01-03T21:00:00,, Order Canceled/Margin/Rejected
2021-01-03T21:00:00,CREATING BUY ORDER at 950.82
2021-01-03T21:00:00,CREATE STOP LOSS ORDER with price of 922.30
2021-01-03T21:00:00,CREATE TAKE PROFIT ORDER with price of 979.34
2021-01-03T22:00:00,, BUY executed, 950.70
2021-01-03T23:00:00,, SELL executed, 992.85
2021-01-03T23:00:00,, Order Canceled/Margin/Rejected
2021-01-03T23:00:00,CREATING BUY ORDER at 979.09
2021-01-03T23:00:00,CREATE STOP LOSS ORDER with price of 949.72
2021-01-03T23:00:00,CREATE TAKE PROFIT ORDER with price of 1008.46
2021-01-04T00:00:00,, BUY executed, 980.52
2021-01-04T03:00:00,, SELL executed, 1008.46
2021-01-04T03:00:00,, Order Canceled/Margin/Rejected
2021-01-04T03:00:00,CREATING BUY ORDER at 1022.66
2021-01-04T03:00:00,CREATE STOP LOSS ORDER with price of 991.98
2021-01-04T03:00:00,CREATE TAKE PROFIT ORDER with price of 1053.34
2021-01-04T04:00:00,, BUY executed, 1023.58
2021-01-04T05:00:00,, SELL executed, 1053.34
2021-01-04T05:00:00,, Order Canceled/Margin/Rejected
2021-01-04T05:00:00,CREATING BUY ORDER at 1086.86
2021-01-04T05:00:00,CREATE STOP LOSS ORDER with price of 1054.25
2021-01-04T05:00:00,CREATE TAKE PROFIT ORDER with price of 1119.47
2021-01-04T06:00:00,, BUY executed, 1086.86
2021-01-04T07:00:00,, SELL executed, 1054.25
2021-01-04T07:00:00,, Order Canceled/Margin/Rejected
2021-01-04T07:00:00,CREATING BUY ORDER at 1045.90
2021-01-04T07:00:00,CREATE STOP LOSS ORDER with price of 1014.52
2021-01-04T07:00:00,CREATE TAKE PROFIT ORDER with price of 1077.28
2021-01-04T08:00:00,, BUY executed, 1045.07
2021-01-04T09:00:00,, SELL executed, 1014.52
2021-01-04T09:00:00,, Order Canceled/Margin/Rejected
2021-01-04T09:00:00,CREATING BUY ORDER at 970.00
2021-01-04T09:00:00,CREATE STOP LOSS ORDER with price of 940.90
2021-01-04T09:00:00,CREATE TAKE PROFIT ORDER with price of 999.10
2021-01-04T10:00:00,, BUY executed, 969.66
2021-01-04T11:00:00,, SELL executed, 940.90
2021-01-04T11:00:00,, Order Canceled/Margin/Rejected
2021-01-04T11:00:00,CREATING BUY ORDER at 976.92
2021-01-04T11:00:00,CREATE STOP LOSS ORDER with price of 947.61
2021-01-04T11:00:00,CREATE TAKE PROFIT ORDER with price of 1006.23
2021-01-04T12:00:00,, BUY executed, 979.18
2021-01-04T13:00:00,, SELL executed, 1020.23
2021-01-04T13:00:00,, Order Canceled/Margin/Rejected
2021-01-04T13:00:00,CREATING BUY ORDER at 1011.91
2021-01-04T13:00:00,CREATE STOP LOSS ORDER with price of 981.55
2021-01-04T13:00:00,CREATE TAKE PROFIT ORDER with price of 1042.27
2021-01-04T14:00:00,, BUY executed, 1014.25
2021-01-04T15:00:00,, SELL executed, 1044.85
2021-01-04T15:00:00,, Order Canceled/Margin/Rejected
2021-01-04T15:00:00,CREATING BUY ORDER at 1041.33
2021-01-04T15:00:00,CREATE STOP LOSS ORDER with price of 1010.09
2021-01-04T15:00:00,CREATE TAKE PROFIT ORDER with price of 1072.57
2021-01-04T16:00:00,, BUY executed, 1041.33
2021-01-04T17:00:00,, SELL executed, 1010.09
2021-01-04T17:00:00,, Order Canceled/Margin/Rejected
2021-01-04T17:00:00,CREATING BUY ORDER at 998.48
2021-01-04T17:00:00,CREATE STOP LOSS ORDER with price of 968.53
2021-01-04T17:00:00,CREATE TAKE PROFIT ORDER with price of 1028.43
2021-01-04T18:00:00,, BUY executed, 999.63
2021-01-04T19:00:00,, SELL executed, 1028.43
2021-01-04T19:00:00,, Order Canceled/Margin/Rejected
2021-01-04T19:00:00,CREATING BUY ORDER at 1043.33
2021-01-04T19:00:00,CREATE STOP LOSS ORDER with price of 1012.03
2021-01-04T19:00:00,CREATE TAKE PROFIT ORDER with price of 1074.63
2021-01-04T20:00:00,, BUY executed, 1043.33
2021-01-04T21:00:00,, SELL executed, 1012.03
2021-01-04T21:00:00,, Order Canceled/Margin/Rejected
2021-01-04T21:00:00,CREATING BUY ORDER at 1008.39
2021-01-04T21:00:00,CREATE STOP LOSS ORDER with price of 978.14
2021-01-04T21:00:00,CREATE TAKE PROFIT ORDER with price of 1038.64
2021-01-04T22:00:00,, BUY executed, 1007.91
2021-01-04T23:00:00,, SELL executed, 1038.64
2021-01-04T23:00:00,, Order Canceled/Margin/Rejected
2021-01-04T23:00:00,CREATING BUY ORDER at 1043.18
2021-01-04T23:00:00,CREATE STOP LOSS ORDER with price of 1011.88
2021-01-04T23:00:00,CREATE TAKE PROFIT ORDER with price of 1074.48
2021-01-05T00:00:00,, BUY executed, 1041.88
2021-01-05T01:00:00,, SELL executed, 1096.18
2021-01-05T01:00:00,, Order Canceled/Margin/Rejected
