timestamp,open,high,low,close,volume,trade_count,vwap
2021-01-01 06:00:00+00:00,742.15,744.61,738.16,741.06,148.28988,130.0,740.67094
2021-01-01 07:00:00+00:00,741.41,741.86,736.11,738.55,191.78228,137.0,738.704949
2021-01-01 08:00:00+00:00,739.21,739.29,727.48,732.36,349.81955,346.0,732.119592
2021-01-01 09:00:00+00:00,731.0,736.02,731.0,734.95,41.84535,66.0,734.053993
2021-01-01 10:00:00+00:00,734.95,740.25,734.95,738.12,64.42043,65.0,738.534744
2021-01-01 11:00:00+00:00,738.25,743.14,737.96,739.02,52.56979,81.0,740.509078
2021-01-01 12:00:00+00:00,740.1,745.0,734.5,735.25,404.89792,288.0,741.264872
2021-01-01 13:00:00+00:00,735.13,743.81,735.08,741.56,235.23831,122.0,739.859224
2021-01-01 14:00:00+00:00,742.44,743.07,738.31,740.07,184.87082,364.0,741.218774
2021-01-01 15:00:00+00:00,739.71,741.64,735.87,737.13,111.79265,366.0,738.407413
2021-01-01 16:00:00+00:00,738.53,739.38,735.0,737.83,152.43362,428.0,737.895442
2021-01-01 17:00:00+00:00,737.25,738.51,729.02,729.95,583.56942,520.0,734.228191
2021-01-01 18:00:00+00:00,729.67,733.76,716.65,726.42,651.577,600.0,724.850546
2021-01-01 19:00:00+00:00,726.15,729.56,722.8,727.48,243.78978,283.0,725.859886
2021-01-01 20:00:00+00:00,727.25,732.48,724.48,731.82,314.74936,334.0,729.465147
2021-01-01 21:00:00+00:00,731.37,732.29,728.32,730.21,258.29497,291.0,730.599962
2021-01-01 22:00:00+00:00,729.92,733.81,727.7,731.15,208.75409,247.0,731.416614
2021-01-01 23:00:00+00:00,730.4,732.62,729.86,730.63,155.99824,184.0,731.316585
2021-01-02 00:00:00+00:00,731.33,732.35,718.49,722.0,619.414,432.0,723.034034
2021-01-02 01:00:00+00:00,720.71,733.75,717.27,731.42,491.7322,369.0,726.072091
2021-01-02 02:00:00+00:00,732.2,735.97,731.5,731.5,339.73246,265.0,733.738752
2021-01-02 03:00:00+00:00,731.87,733.73,730.84,732.38,196.77848,200.0,732.393942
2021-01-02 04:00:00+00:00,732.06,732.51,728.17,731.93,239.13584,176.0,731.037752
2021-01-02 05:00:00+00:00,731.89,735.39,731.76,733.65,293.32369,220.0,733.807134
2021-01-02 06:00:00+00:00,735.29,742.3,732.63,739.5,379.14263,342.0,737.176642
2021-01-02 07:00:00+00:00,739.44,740.7,735.04,737.8,193.60744,194.0,737.699556
2021-01-02 08:00:00+00:00,737.82,739.82,730.2,734.63,197.71299,167.0,733.905399
2021-01-02 09:00:00+00:00,735.73,736.19,725.67,726.98,119.10447,164.0,730.499306
2021-01-02 10:00:00+00:00,727.32,735.16,725.44,730.03,65.62864,91.0,729.87932
2021-01-02 11:00:00+00:00,730.5,732.34,729.56,731.5,17.52937,38.0,731.287612
2021-01-02 12:00:00+00:00,731.5,757.92,730.5,753.26,1048.13463,1129.0,748.422533
2021-01-02 13:00:00+00:00,754.0,774.0,750.93,771.88,1596.29442,1289.0,765.185472
2021-01-02 14:00:00+00:00,771.98,773.2,755.44,762.14,987.48226,846.0,761.915596
2021-01-02 15:00:00+00:00,762.97,770.92,762.3,770.56,471.30967,554.0,766.303136
2021-01-02 16:00:00+00:00,770.56,784.7,765.76,782.71,1608.2155,1525.0,774.629066
2021-01-02 17:00:00+00:00,783.5,785.89,776.27,781.08,996.76832,1048.0,780.748394
2021-01-02 18:00:00+00:00,781.68,784.63,772.76,781.07,692.36894,607.0,779.547222
2021-01-02 19:00:00+00:00,781.68,788.88,778.86,785.92,768.83599,1068.0,784.116547
2021-01-02 20:00:00+00:00,786.0,787.0,755.0,758.49,1522.20168,1263.0,770.876223
2021-01-02 21:00:00+00:00,758.12,771.24,753.04,769.5,1035.06366,934.0,766.010508
2021-01-02 22:00:00+00:00,769.49,775.46,766.06,772.88,429.72565,389.0,771.03682
2021-01-02 23:00:00+00:00,772.75,778.34,764.65,775.5,686.46442,655.0,773.812628
2021-01-03 00:00:00+00:00,775.57,779.3,771.78,776.94,534.51338,451.0,775.427928
2021-01-03 01:00:00+00:00,776.06,779.57,773.99,777.61,218.13433,243.0,776.553668
2021-01-03 02:00:00+00:00,778.03,782.27,776.44,779.79,237.63143,303.0,779.845142
2021-01-03 03:00:00+00:00,779.8,780.32,772.51,774.24,494.85203,400.0,776.925009
2021-01-03 04:00:00+00:00,773.64,778.92,770.0,778.53,407.10957,332.0,772.99447
2021-01-03 05:00:00+00:00,778.18,791.08,777.59,786.88,1363.91791,1182.0,787.054856
2021-01-03 06:00:00+00:00,786.64,801.96,784.55,800.27,1644.38725,1256.0,797.049556
2021-01-03 07:00:00+00:00,800.41,807.55,796.64,801.26,598.56365,665.0,802.202271
2021-01-03 08:00:00+00:00,801.37,819.94,792.32,818.4,846.75272,827.0,807.525904
2021-01-03 09:00:00+00:00,818.4,825.74,814.08,819.37,557.07297,610.0,819.157792
2021-01-03 10:00:00+00:00,819.85,829.36,816.99,825.94,438.39755,503.0,824.61001
2021-01-03 11:00:00+00:00,825.94,832.79,824.96,830.55,304.35253,384.0,829.390126
2021-01-03 12:00:00+00:00,831.11,836.96,827.5,832.34,339.3069,408.0,832.663715
2021-01-03 13:00:00+00:00,833.09,888.74,833.09,875.2,1931.21648,1963.0,869.576207
2021-01-03 14:00:00+00:00,874.96,922.9,864.52,914.43,3415.59578,2852.0,904.264459
2021-01-03 15:00:00+00:00,914.32,921.1,880.58,920.47,2046.66679,2184.0,904.609418
2021-01-03 16:00:00+00:00,920.47,978.2,920.47,936.79,4257.27233,4354.0,956.10206
2021-01-03 17:00:00+00:00,937.56,959.28,917.92,935.36,2752.65054,2960.0,939.603829
2021-01-03 18:00:00+00:00,936.66,941.58,882.88,917.72,3138.25143,2569.0,916.603168
2021-01-03 19:00:00+00:00,917.63,924.27,900.29,921.03,1314.60883,1207.0,910.807185
2021-01-03 20:00:00+00:00,921.65,965.21,920.96,947.56,2403.23146,2098.0,947.885478
2021-01-03 21:00:00+00:00,946.98,957.89,937.1,950.82,1099.9859,1074.0,947.562057
2021-01-03 22:00:00+00:00,950.7,998.73,946.44,993.16,2787.46226,2551.0,981.981839
2021-01-03 23:00:00+00:00,992.85,1012.5,960.0,979.09,3065.5165,2642.0,992.755523
2021-01-04 00:00:00+00:00,980.52,995.5,954.54,977.27,2330.97135,2063.0,975.915676
2021-01-04 01:00:00+00:00,976.94,980.3,957.65,968.75,901.15084,1035.0,968.77727
2021-01-04 02:00:00+00:00,967.22,982.64,963.92,978.84,718.01415,818.0,973.482401
2021-01-04 03:00:00+00:00,982.14,1027.24,980.31,1022.66,1943.78566,2391.0,1003.243754
2021-01-04 04:00:00+00:00,1023.58,1037.35,1015.16,1030.79,2551.46988,2466.0,1025.506326
2021-01-04 05:00:00+00:00,1030.71,1098.0,1019.65,1086.86,2653.24011,3151.0,1063.300243
2021-01-04 06:00:00+00:00,1086.86,1169.05,1077.3,1111.05,3560.61433,2888.0,1117.946652
2021-01-04 07:00:00+00:00,1111.0,1124.04,1021.06,1045.9,3602.91345,3086.0,1065.66545
2021-01-04 08:00:00+00:00,1045.07,1080.57,975.67,1021.75,2374.80723,2565.0,1030.976481
2021-01-04 09:00:00+00:00,1022.3,1028.42,899.99,970.0,3239.01156,2845.0,960.979719
2021-01-04 10:00:00+00:00,969.66,983.54,880.0,965.13,2644.51542,2287.0,933.388415
2021-01-04 11:00:00+00:00,964.65,979.0,933.99,976.92,1310.15556,1508.0,955.631706
2021-01-04 12:00:00+00:00,979.18,1030.5,957.01,1019.45,1885.94289,1855.0,992.369145
2021-01-04 13:00:00+00:00,1020.23,1020.23,976.27,1011.91,2017.30128,2122.0,997.517167
2021-01-04 14:00:00+00:00,1014.25,1045.51,1002.94,1044.85,1127.80471,1572.0,1023.6236
2021-01-04 15:00:00+00:00,1044.85,1058.0,1022.0,1041.33,1723.88029,1756.0,1041.654498
2021-01-04 16:00:00+00:00,1041.33,1048.51,983.41,1010.64,2675.75351,2645.0,1004.218003
2021-01-04 17:00:00+00:00,1011.42,1028.19,986.76,998.48,1548.90536,1592.0,1003.473169
2021-01-04 18:00:00+00:00,999.63,1025.0,999.63,1014.0,1035.3207,1191.0,1014.343921
2021-01-04 19:00:00+00:00,1015.23,1047.29,1012.18,1043.33,1111.12065,1234.0,1031.581557
2021-01-04 20:00:00+00:00,1043.33,1050.0,1018.32,1020.46,1136.70688,1320.0,1036.476544
2021-01-04 21:00:00+00:00,1021.84,1036.58,993.26,1008.39,1679.6465,1542.0,1013.462948
2021-01-04 22:00:00+00:00,1007.91,1024.32,1001.66,1013.23,711.57266,691.0,1012.969416
2021-01-04 23:00:00+00:00,1013.93,1046.31,1002.44,1043.18,1247.79944,1390.0,1024.181586
2021-01-05 00:00:00+00:00,1041.88,1135.44,1041.88,1096.07,4098.19564,4025.0,1094.6454
2021-01-05 01:00:00+00:00,1096.18,1116.72,1064.12,1116.27,2790.82337,3131.0,1095.239611
2021-01-05 02:00:00+00:00,1116.26,1117.87,1071.3,1079.87,1298.34162,1793.0,1091.978766
2021-01-05 03:00:00+00:00,1079.88,1088.52,995.0,1002.97,3662.29342,3022.0,1039.101508
2021-01-05 04:00:00+00:00,1002.53,1030.87,987.93,1003.78,2639.24007,2974.0,1012.370153
2021-01-05 05:00:00+00:00,1004.6,1023.9,976.05,991.4,1655.77902,2319.0,1000.736863
2021-01-05 06:00:00+00:00,992.0,1022.2,980.08,1016.57,1172.11479,1582.0,1002.432104
2021-01-05 07:00:00+00:00,1016.28,1025.0,1001.55,1003.8,530.28502,770.0,1012.849207
2021-01-05 08:00:00+00:00,1004.71,1044.83,1004.71,1026.28,775.01329,986.0,1029.630054
2021-01-05 09:00:00+00:00,1027.59,1051.68,1023.79,1037.47,637.52895,778.0,1038.967597
