timestamp,open,high,low,close,volume,trade_count,vwap
2021-01-05 10:00:00+00:00,1037.23,1042.09,1015.83,1027.69,402.89584,530.0,1028.76596
2021-01-05 11:00:00+00:00,1029.7,1043.49,1024.72,1042.34,242.72122,378.0,1035.660872
2021-01-05 12:00:00+00:00,1043.76,1055.29,1028.0,1030.32,1102.34444,951.0,1044.364295
2021-01-05 13:00:00+00:00,1030.24,1042.12,1024.96,1026.8,442.51597,447.0,1036.476351
2021-01-05 14:00:00+00:00,1025.64,1049.14,1003.78,1048.2,923.36767,913.0,1024.578526
2021-01-05 15:00:00+00:00,1049.83,1064.23,1038.7,1054.72,690.84068,791.0,1050.730458
2021-01-05 16:00:00+00:00,1055.13,1085.0,1040.0,1066.82,1478.52321,1504.0,1064.792175
2021-01-05 17:00:00+00:00,1069.05,1086.05,1062.13,1084.93,782.71245,749.0,1073.918646
2021-01-05 18:00:00+00:00,1084.92,1096.83,1072.95,1077.87,1482.51672,1358.0,1083.746277
2021-01-05 19:00:00+00:00,1077.26,1113.37,1050.0,1100.0,2086.36567,1817.0,1080.773265
2021-01-05 20:00:00+00:00,1100.41,1106.0,1081.24,1102.88,976.59593,1061.0,1092.339736
2021-01-05 21:00:00+00:00,1102.88,1105.68,1077.47,1086.18,1458.14343,1113.0,1096.559938
2021-01-05 22:00:00+00:00,1086.35,1125.06,1086.35,1112.39,1034.7606,1284.0,1109.010109
2021-01-05 23:00:00+00:00,1113.79,1119.32,1086.0,1103.47,1640.32055,1495.0,1104.773975
2021-01-06 00:00:00+00:00,1103.0,1113.02,1067.36,1083.02,1254.51608,1199.0,1084.55463
2021-01-06 01:00:00+00:00,1083.01,1088.29,1058.82,1073.64,1345.2651,1105.0,1074.661055
2021-01-06 02:00:00+00:00,1074.91,1088.24,1073.54,1079.8,865.10526,849.0,1083.996751
2021-01-06 03:00:00+00:00,1079.8,1085.0,1063.0,1078.08,698.35602,782.0,1071.872784
2021-01-06 04:00:00+00:00,1078.96,1138.0,1075.74,1124.39,2099.45763,2431.0,1114.829765
2021-01-06 05:00:00+00:00,1124.3,1130.32,1090.0,1105.56,1161.52376,1496.0,1111.513048
2021-01-06 06:00:00+00:00,1104.7,1122.0,1101.96,1117.77,780.85883,1174.0,1114.068625
2021-01-06 07:00:00+00:00,1117.76,1125.0,1095.0,1109.21,884.09243,1326.0,1114.10761
2021-01-06 08:00:00+00:00,1112.73,1125.97,1095.0,1113.3,721.60128,953.0,1112.987424
2021-01-06 09:00:00+00:00,1111.57,1114.16,1093.65,1101.51,258.67842,430.0,1102.543825
2021-01-06 10:00:00+00:00,1100.37,1121.99,1100.37,1117.45,244.7486,338.0,1111.714265
2021-01-06 11:00:00+00:00,1117.45,1168.0,1114.89,1155.94,1393.48781,1654.0,1146.695729
2021-01-06 12:00:00+00:00,1156.94,1162.43,1128.26,1147.95,881.60953,965.0,1145.553334
2021-01-06 13:00:00+00:00,1147.95,1151.19,1120.83,1138.41,1144.16835,1292.0,1134.941786
2021-01-06 14:00:00+00:00,1137.02,1153.0,1128.3,1136.91,866.24629,906.0,1139.977442
2021-01-06 15:00:00+00:00,1136.48,1157.47,1135.6,1146.66,656.19637,745.0,1148.324569
2021-01-06 16:00:00+00:00,1147.61,1195.0,1147.61,1175.01,1696.87663,2047.0,1176.070943
2021-01-06 17:00:00+00:00,1178.1,1211.81,1174.75,1196.0,1306.25859,1450.0,1193.908802
2021-01-06 18:00:00+00:00,1196.0,1212.0,1187.85,1195.12,1046.6066,1084.0,1199.768532
2021-01-06 19:00:00+00:00,1196.82,1208.0,1140.94,1163.36,1490.97157,1552.0,1186.222853
2021-01-06 20:00:00+00:00,1164.01,1210.15,1117.98,1200.37,2845.37485,2879.0,1163.908623
2021-01-06 21:00:00+00:00,1201.35,1204.41,1177.54,1182.79,1009.07594,1194.0,1190.266697
2021-01-06 22:00:00+00:00,1183.46,1197.34,1177.45,1180.8,559.65498,722.0,1189.486323
2021-01-06 23:00:00+00:00,1180.8,1216.0,1179.23,1209.68,1001.34678,1178.0,1197.354101
2021-01-07 00:00:00+00:00,1213.41,1227.97,1191.0,1203.49,1538.96972,1597.0,1208.909524
2021-01-07 01:00:00+00:00,1204.43,1214.9,1200.08,1203.46,883.99439,988.0,1206.78653
2021-01-07 02:00:00+00:00,1204.36,1210.37,1176.0,1201.53,1160.44798,1156.0,1193.510649
2021-01-07 03:00:00+00:00,1201.53,1228.49,1198.48,1216.47,939.62522,1112.0,1216.692804
2021-01-07 04:00:00+00:00,1217.0,1222.09,1205.5,1214.0,780.05332,948.0,1213.767584
2021-01-07 05:00:00+00:00,1215.89,1221.99,1207.89,1212.89,566.36001,688.0,1213.303069
2021-01-07 06:00:00+00:00,1212.27,1215.42,1188.61,1204.39,990.42248,1111.0,1205.001749
2021-01-07 07:00:00+00:00,1203.98,1207.44,1183.04,1187.73,469.05029,548.0,1193.754908
2021-01-07 08:00:00+00:00,1190.03,1200.75,1160.97,1198.51,827.4373,971.0,1180.150822
2021-01-07 09:00:00+00:00,1196.91,1206.23,1182.96,1205.78,248.15088,368.0,1194.645456
2021-01-07 10:00:00+00:00,1204.31,1204.34,1183.72,1183.72,131.01968,258.0,1191.388934
2021-01-07 11:00:00+00:00,1185.2,1206.76,1185.2,1203.82,325.60753,353.0,1197.373701
2021-01-07 12:00:00+00:00,1203.85,1228.99,1199.16,1228.99,572.33664,801.0,1215.882633
2021-01-07 13:00:00+00:00,1228.99,1232.83,1212.49,1222.0,605.08336,845.0,1223.696982
2021-01-07 14:00:00+00:00,1221.2,1231.19,1216.21,1226.15,505.27015,660.0,1224.74752
2021-01-07 15:00:00+00:00,1226.15,1252.52,1218.68,1251.6,967.8181,1232.0,1235.354565
2021-01-07 16:00:00+00:00,1251.82,1278.95,1242.02,1265.33,1827.59673,1958.0,1265.462895
2021-01-07 17:00:00+00:00,1265.0,1275.0,1260.34,1273.18,842.68051,898.0,1269.258849
2021-01-07 18:00:00+00:00,1272.81,1290.0,1140.0,1222.0,4928.90677,4099.0,1227.649974
2021-01-07 19:00:00+00:00,1222.43,1246.66,1173.33,1235.0,2477.45529,2132.0,1208.912616
2021-01-07 20:00:00+00:00,1237.05,1245.46,1224.57,1245.46,843.41779,751.0,1236.219307
2021-01-07 21:00:00+00:00,1244.0,1267.38,1242.42,1255.0,663.80042,889.0,1255.741546
2021-01-07 22:00:00+00:00,1255.0,1260.0,1239.17,1246.65,685.73073,697.0,1251.108431
2021-01-07 23:00:00+00:00,1246.87,1246.87,1200.0,1224.96,1038.68746,1176.0,1218.323753
2021-01-08 00:00:00+00:00,1227.5,1232.68,1185.0,1185.53,730.24653,803.0,1214.522366
2021-01-08 01:00:00+00:00,1185.5,1200.45,1160.09,1185.53,1639.83498,1519.0,1181.996644
2021-01-08 02:00:00+00:00,1185.31,1187.29,1059.9,1112.55,3898.17973,3816.0,1114.234035
2021-01-08 03:00:00+00:00,1111.68,1161.04,1107.43,1151.86,1894.94719,1896.0,1141.721761
2021-01-08 04:00:00+00:00,1151.29,1178.0,1143.01,1170.72,1414.37474,1291.0,1167.378216
2021-01-08 05:00:00+00:00,1170.0,1174.5,1143.04,1149.52,814.98861,759.0,1159.527543
2021-01-08 06:00:00+00:00,1149.53,1182.86,1126.6,1175.42,782.94021,811.0,1156.043814
2021-01-08 07:00:00+00:00,1176.14,1214.72,1168.25,1210.18,553.44367,619.0,1193.099475
2021-01-08 08:00:00+00:00,1210.12,1210.17,1186.54,1197.94,686.28102,754.0,1194.635497
2021-01-08 09:00:00+00:00,1201.05,1222.18,1189.13,1222.18,312.16264,403.0,1201.953428
2021-01-08 10:00:00+00:00,1222.18,1271.06,1217.76,1253.16,1912.64943,1744.0,1241.705255
2021-01-08 11:00:00+00:00,1253.16,1267.06,1242.99,1256.0,842.85873,871.0,1254.819754
2021-01-08 12:00:00+00:00,1257.31,1274.81,1216.75,1250.98,951.59571,1004.0,1250.446986
2021-01-08 13:00:00+00:00,1251.96,1256.63,1223.3,1251.75,1216.31929,1309.0,1242.140974
2021-01-08 14:00:00+00:00,1253.0,1257.86,1238.0,1257.86,578.95339,758.0,1251.020162
2021-01-08 15:00:00+00:00,1257.86,1267.48,1177.27,1217.94,1859.54082,1708.0,1219.784447
2021-01-08 16:00:00+00:00,1218.79,1243.32,1203.09,1229.75,974.33124,964.0,1228.56011
2021-01-08 17:00:00+00:00,1230.79,1237.98,1211.1,1215.31,560.7094,695.0,1224.838877
2021-01-08 18:00:00+00:00,1216.76,1222.43,1174.26,1183.92,1506.17636,1556.0,1193.455844
2021-01-08 19:00:00+00:00,1183.92,1204.23,1180.46,1184.54,648.9558,853.0,1192.688885
2021-01-08 20:00:00+00:00,1185.31,1194.85,1143.0,1145.64,2047.57288,2516.0,1163.562095
2021-01-08 21:00:00+00:00,1145.64,1192.66,1135.01,1192.42,1431.5508,1622.0,1165.850357
2021-01-08 22:00:00+00:00,1192.42,1220.82,1166.85,1217.84,1219.54033,1473.0,1194.544578
2021-01-08 23:00:00+00:00,1218.18,1230.39,1208.5,1217.82,921.08566,1263.0,1219.578843
2021-01-09 00:00:00+00:00,1216.84,1235.34,1184.4,1199.12,1036.48284,1333.0,1211.788322
2021-01-09 01:00:00+00:00,1199.07,1199.22,1173.33,1198.58,864.93354,1002.0,1188.089727
2021-01-09 02:00:00+00:00,1198.58,1208.47,1179.11,1200.07,643.86567,662.0,1196.109349
2021-01-09 03:00:00+00:00,1199.74,1232.13,1192.92,1228.25,726.17381,1015.0,1217.862007
2021-01-09 04:00:00+00:00,1227.62,1227.62,1209.33,1221.12,559.16192,1107.0,1219.746752
2021-01-09 05:00:00+00:00,1219.5,1219.5,1183.11,1187.2,537.88235,699.0,1200.369844
2021-01-09 06:00:00+00:00,1186.99,1196.31,1179.0,1180.94,728.43408,626.0,1187.79981
2021-01-09 07:00:00+00:00,1180.94,1201.03,1175.0,1197.78,376.41564,489.0,1188.376128
2021-01-09 08:00:00+00:00,1197.78,1213.48,1186.0,1211.23,393.18516,448.0,1199.96355
2021-01-09 09:00:00+00:00,1210.19,1222.76,1207.33,1211.98,256.34528,332.0,1215.627639
2021-01-09 10:00:00+00:00,1213.16,1230.04,1206.36,1219.07,277.86136,389.0,1220.836466
2021-01-09 11:00:00+00:00,1217.41,1238.42,1216.73,1221.56,298.63461,533.0,1227.145919
2021-01-09 12:00:00+00:00,1222.36,1228.81,1213.85,1223.77,278.18029,355.0,1221.580344
2021-01-09 13:00:00+00:00,1225.91,1230.65,1220.29,1222.85,151.77842,251.0,1224.380789
2021-01-09 14:00:00+00:00,1223.64,1238.85,1222.52,1225.07,499.47809,554.0,1231.473697
2021-01-09 15:00:00+00:00,1225.73,1229.51,1206.41,1222.93,688.12424,662.0,1217.079032
2021-01-09 16:00:00+00:00,1224.82,1228.25,1197.46,1203.03,670.0319,748.0,1211.630896
2021-01-09 17:00:00+00:00,1203.93,1226.86,1203.35,1225.27,495.5939,568.0,1219.355848
2021-01-09 18:00:00+00:00,1225.27,1233.03,1223.0,1226.37,426.90999,484.0,1228.725209
2021-01-09 19:00:00+00:00,1227.38,1239.56,1222.67,1232.25,504.79474,831.0,1231.973618
2021-01-09 20:00:00+00:00,1232.25,1301.12,1222.0,1275.0,2943.15142,2361.0,1260.250852
2021-01-09 21:00:00+00:00,1275.44,1298.0,1266.78,1293.72,1387.32511,1809.0,1286.080203
2021-01-09 22:00:00+00:00,1293.71,1317.83,1280.24,1291.3,1439.53912,1507.0,1297.554811
2021-01-09 23:00:00+00:00,1292.22,1296.88,1272.21,1281.11,1287.13887,1338.0,1283.015454
2021-01-10 00:00:00+00:00,1281.31,1295.9,1281.31,1293.49,1004.06989,1109.0,1290.086061
2021-01-10 01:00:00+00:00,1293.57,1338.2,1289.04,1326.38,1414.09956,1829.0,1325.382199
2021-01-10 02:00:00+00:00,1327.08,1342.15,1314.3,1341.06,828.75822,1267.0,1330.370361
2021-01-10 03:00:00+00:00,1342.4,1344.49,1304.27,1313.85,1007.66689,1206.0,1325.078374
2021-01-10 04:00:00+00:00,1315.8,1331.2,1311.43,1323.7,596.32724,749.0,1324.021328
2021-01-10 05:00:00+00:00,1322.96,1331.2,1309.52,1319.31,575.13655,719.0,1322.897374
2021-01-10 06:00:00+00:00,1318.8,1332.01,1316.92,1327.31,475.35881,840.0,1325.886678
2021-01-10 07:00:00+00:00,1328.5,1348.11,1326.0,1348.11,657.03368,1048.0,1336.038764
2021-01-10 08:00:00+00:00,1348.0,1349.99,1317.48,1331.54,629.5359,931.0,1337.796331
2021-01-10 09:00:00+00:00,1332.42,1349.04,1332.08,1332.08,283.50462,444.0,1340.36049
2021-01-10 10:00:00+00:00,1332.8,1341.75,1295.77,1321.34,691.0292,1014.0,1316.500282
2021-01-10 11:00:00+00:00,1318.51,1321.9,1260.76,1260.76,1061.29833,1914.0,1289.491095
2021-01-10 12:00:00+00:00,1260.59,1298.77,1241.0,1292.04,955.17568,1251.0,1274.570843
2021-01-10 13:00:00+00:00,1290.08,1326.24,1288.91,1311.37,505.81217,828.0,1313.581479
2021-01-10 14:00:00+00:00,1311.37,1315.06,1285.48,1296.08,822.94496,1128.0,1300.265588
2021-01-10 15:00:00+00:00,1296.73,1314.38,1277.53,1304.51,546.82036,828.0,1299.810605
2021-01-10 16:00:00+00:00,1305.52,1326.0,1298.0,1299.32,888.72333,1159.0,1309.30554
2021-01-10 17:00:00+00:00,1300.01,1307.16,1238.51,1302.65,2904.91843,3287.0,1269.945527
2021-01-10 18:00:00+00:00,1301.66,1311.65,1275.9,1283.14,953.32473,1751.0,1289.853456
2021-01-10 19:00:00+00:00,1283.15,1295.55,1255.16,1262.0,741.87215,1299.0,1272.186681
2021-01-10 20:00:00+00:00,1261.99,1270.92,1155.0,1257.48,3801.62118,4782.0,1223.704154
2021-01-10 21:00:00+00:00,1257.65,1275.23,1254.15,1270.61,1588.18201,2207.0,1263.987952
2021-01-10 22:00:00+00:00,1270.61,1287.43,1262.0,1272.72,597.65751,1026.0,1278.932561
2021-01-10 23:00:00+00:00,1273.82,1277.79,1254.15,1254.44,544.56948,987.0,1267.483678
2021-01-11 00:00:00+00:00,1254.44,1260.15,1207.23,1217.1,1769.7814,2200.0,1230.034048
2021-01-11 01:00:00+00:00,1217.95,1231.27,1186.09,1208.23,1440.82555,1830.0,1212.595329
2021-01-11 02:00:00+00:00,1208.31,1211.43,1170.0,1184.67,2211.15457,2339.0,1186.450045
2021-01-11 03:00:00+00:00,1184.25,1196.14,1007.03,1100.58,5446.09075,5229.0,1097.836882
2021-01-11 04:00:00+00:00,1103.55,1133.16,1049.99,1111.14,3150.10389,2770.0,1101.177851
2021-01-11 05:00:00+00:00,1111.92,1127.77,1080.0,1092.0,1482.25963,1955.0,1107.733746
2021-01-11 09:00:00+00:00,1096.29,1132.19,1080.0,1132.19,221.55819,505.0,1107.340917
2021-01-11 10:00:00+00:00,1133.08,1148.0,1108.87,1109.97,823.92702,1069.0,1126.814869
2021-01-11 11:00:00+00:00,1114.18,1116.11,1064.0,1066.55,1111.0519,1225.0,1086.13571
2021-01-11 12:00:00+00:00,1067.1,1100.56,1040.0,1071.73,1593.22065,2420.0,1073.530617
2021-01-11 13:00:00+00:00,1071.53,1077.61,1022.2,1025.87,2626.97364,2871.0,1054.141741
2021-01-11 14:00:00+00:00,1023.92,1047.49,958.96,1036.76,3695.97733,4120.0,1009.461088
2021-01-11 15:00:00+00:00,1036.93,1047.34,965.72,973.93,2621.65759,2966.0,1001.916978
2021-01-11 16:00:00+00:00,975.09,987.9,912.0,960.59,4625.35942,4711.0,944.537623
2021-01-11 17:00:00+00:00,961.9,1030.0,918.0,997.21,4599.23115,4154.0,982.018092
2021-01-11 18:00:00+00:00,997.68,1022.44,981.34,994.54,2036.67089,2161.0,1004.308555
2021-01-11 19:00:00+00:00,993.65,1005.8,943.9,984.61,2844.5366,2486.0,975.225027
2021-01-11 20:00:00+00:00,983.76,1021.4,959.26,1019.8,2489.57772,2537.0,989.235961
2021-01-11 21:00:00+00:00,1019.71,1044.9,1004.85,1032.01,2885.66888,2836.0,1027.161466
2021-01-11 22:00:00+00:00,1032.01,1074.24,1023.2,1057.38,2111.92984,2448.0,1055.945073
2021-01-11 23:00:00+00:00,1058.35,1094.59,1058.35,1089.38,1801.26415,1654.0,1078.486304
2021-01-12 00:00:00+00:00,1088.99,1092.12,1038.95,1062.95,1806.33485,1692.0,1060.186104
2021-01-12 01:00:00+00:00,1062.43,1084.07,1040.0,1054.65,1658.70368,1674.0,1061.392462
2021-01-12 02:00:00+00:00,1056.42,1075.46,1044.92,1067.69,1166.44412,1176.0,1059.304837
2021-01-12 03:00:00+00:00,1070.12,1089.23,1063.02,1089.23,904.82358,1128.0,1074.511085
2021-01-12 04:00:00+00:00,1088.83,1101.59,1076.67,1096.58,1253.24902,1355.0,1090.204923
2021-01-12 05:00:00+00:00,1096.17,1129.43,1088.01,1129.43,1494.06104,1568.0,1107.072039
2021-01-12 06:00:00+00:00,1130.0,1149.49,1124.22,1138.17,1166.63811,1293.0,1138.28853
2021-01-12 07:00:00+00:00,1138.45,1149.97,1124.0,1140.46,758.69945,839.0,1137.044642
2021-01-12 08:00:00+00:00,1140.06,1144.17,1106.26,1114.78,1017.25812,1037.0,1122.280687
2021-01-12 09:00:00+00:00,1118.29,1126.79,1109.26,1115.69,393.47337,408.0,1117.002138
2021-01-12 10:00:00+00:00,1115.1,1121.5,1067.58,1084.36,857.96962,825.0,1083.647034
2021-01-12 11:00:00+00:00,1084.42,1105.21,1084.38,1098.34,531.75436,638.0,1096.073564
2021-01-12 12:00:00+00:00,1098.34,1110.0,1082.17,1086.97,671.25901,778.0,1090.66042
2021-01-12 13:00:00+00:00,1086.97,1095.58,1023.27,1023.27,1359.70813,1460.0,1055.169625
2021-01-12 14:00:00+00:00,1025.89,1053.59,1004.88,1035.13,1552.92177,1849.0,1025.299868
